CVE_ID,Description,Published,Link,CWEs,CWE_Names,Top_Level_Categories
CVE-2022-39349,"The Tasks.org Android app is an open-source app for to-do lists and reminders. The Tasks.org app uses the activity `ShareLinkActivity.kt` to handle ""share"" intents coming from other components in the same device and convert them to tasks. Those intents may contain arbitrary file paths as attachments, in which case the files pointed by those paths are copied in the app's external storage directory. Prior to versions 12.7.1 and 13.0.1, those paths were not validated, allowing a malicious or compromised application in the same device to force Tasks.org to copy files from its internal storage to its external storage directory, where they became accessible to any component with permission to read the external storage. This vulnerability can lead to sensitive information disclosure. All information in the user's notes and the app's preferences, including the encrypted credentials of CalDav integrations if enabled, could be accessed by third party applications installed on the same device. This issue was fixed in versions 12.7.1 and 13.0.1. There are no known workarounds.",2022-10-25T17:15:56.483,https://nvd.nist.gov/vuln/detail/CVE-2022-39349,CWE-441; CWE-668,Exposure of Resource to Wrong Sphere; Unintended Proxy or Intermediary ('Confused Deputy'),Improper Control of a Resource Through its Lifetime
CVE-2023-25954,"KYOCERA Mobile Print' v3.2.0.230119 and earlier, 'UTAX/TA MobilePrint' v3.2.0.230119 and earlier, and 'Olivetti Mobile Print' v3.2.0.230119 and earlier are vulnerable to improper intent handling. When a malicious app is installed on the victim user's Android device, the app may send an intent and direct the affected app to download malicious files or apps to the device without notification.",2023-04-13T04:15:42.547,https://nvd.nist.gov/vuln/detail/CVE-2023-25954,CWE-668,Exposure of Resource to Wrong Sphere,Improper Control of a Resource Through its Lifetime
CVE-2023-33188,"Omni-notes is an open source note-taking application for Android. The Omni-notes Android app had an insufficient path validation vulnerability when displaying the details of a note received through an externally-provided intent. The paths of the note's attachments were not properly validated, allowing malicious or compromised applications in the same device to force Omni-notes to copy files from its internal storage to its external storage directory, where they would have become accessible to any component with permission to read the external storage. Updating to the newest version (6.2.7) of Omni-notes Android fixes this vulnerability.",2023-05-27T04:15:25.577,https://nvd.nist.gov/vuln/detail/CVE-2023-33188,CWE-441; CWE-610,Externally Controlled Reference to a Resource in Another Sphere; Unintended Proxy or Intermediary ('Confused Deputy'),Improper Control of a Resource Through its Lifetime
CVE-2023-36612,"Directory traversal can occur in the Basecamp com.basecamp.bc3 application before 4.2.1 for Android, which may allow an attacker to write arbitrary files in the application's private directory. Additionally, by using a malicious intent, the attacker may redirect the server's responses (containing sensitive information) to third-party applications by using a custom-crafted deeplink scheme.",2023-06-25T03:15:46.183,https://nvd.nist.gov/vuln/detail/CVE-2023-36612,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Improper Control of a Resource Through its Lifetime
CVE-2023-39507,"Improper authorization in the custom URL scheme handler in ""Rikunabi NEXT"" App for Android prior to ver. 11.5.0 allows a malicious intent to lead the vulnerable App to access an arbitrary website.",2023-08-16T09:15:11.793,https://nvd.nist.gov/vuln/detail/CVE-2023-39507,CWE-862,Missing Authorization,Improper Access Control
CVE-2024-26131,"Element Android is an Android Matrix Client. Element Android version 1.4.3 through 1.6.10 is vulnerable to intent redirection, allowing a third-party malicious application to start any internal activity by passing some extra parameters. Possible impact includes making Element Android display an arbitrary web page, executing arbitrary JavaScript; bypassing PIN code protection; and account takeover by spawning a login screen to send credentials to an arbitrary home server. This issue is fixed in Element Android 1.6.12. There is no known workaround to mitigate the issue.",2024-02-29T01:44:17.740,https://nvd.nist.gov/vuln/detail/CVE-2024-26131,CWE-923; CWE-940,Improper Restriction of Communication Channel to Intended Endpoints; Improper Verification of Source of a Communication Channel,Improper Access Control
CVE-2024-13917,"An application ""com.pri.applock"", which is pre-loaded on Kruger&Matz smartphones, allows a user to encrypt any application using user-provided PIN code or by using biometric data.
Exposed ”com.pri.applock.LockUI“ activity allows any other malicious application, with no granted Android system permissions, to inject an arbitrary intent with system-level privileges to a protected application. One must know the protecting PIN number (it might be revealed by exploiting CVE-2024-13916) or ask the user to provide it.

Only version (version name: 13, version code: 33) was tested and confirmed to have this vulnerability. 
Application update was released in April 2025.",2025-05-30T16:15:36.263,https://nvd.nist.gov/vuln/detail/CVE-2024-13917,CWE-926,Improper Export of Android Application Components,Improper Access Control
CVE-2018-6598,"An issue was discovered on Orbic Wonder Orbic/RC555L/RC555L:7.1.2/N2G47H/329100b:user/release-keys devices. Any app co-located on the device can send an intent to factory reset the device programmatically because of com.android.server.MasterClearReceiver. This does not require any user interaction and does not require any permission to perform. A factory reset will remove all user data from the device. This will result in the loss of any data that the user has not backed up or synced externally. This capability to perform a factory reset is not directly available to third-party apps (those that the user installs themselves), although this capability is present in an unprotected component of the Android OS. This vulnerability is not present in Google's Android Open Source Project (AOSP) code. Therefore, it was introduced by Orbic or another entity in the supply chain.",2018-08-29T19:29:01.123,https://nvd.nist.gov/vuln/detail/CVE-2018-6598,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2012-4905,"Cross-site scripting (XSS) vulnerability in Google Chrome before 18.0.1025308 on Android allows remote attackers to inject arbitrary web script or HTML via an extra in an Intent object, aka ""Universal XSS (UXSS).""",2012-09-13T20:55:01.603,https://nvd.nist.gov/vuln/detail/CVE-2012-4905,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Improper Neutralization
CVE-2013-0122,The avast! Mobile Security application before 2.0.4400 for Android allows attackers to cause a denial of service (application crash) via a crafted application that sends an intent to com.avast.android.mobilesecurity.app.scanner.DeleteFileActivity with zero arguments.,2013-04-22T03:27:12.987,https://nvd.nist.gov/vuln/detail/CVE-2013-0122,CWE-20,Improper Input Validation,Improper Neutralization
CVE-2013-3579,The Lookout Mobile Security application before 8.17-8a39d3f for Android allows attackers to cause a denial of service (application crash) via a crafted application that sends an intent to com.lookout.security.ScanTell with zero arguments.,2013-07-10T21:55:00.967,https://nvd.nist.gov/vuln/detail/CVE-2013-3579,N/A,N/A,Other
CVE-2013-3580,The TrustGo Antivirus & Mobile Security application before 1.3.6 for Android allows attackers to cause a denial of service (application crash) via a crafted application that sends an intent to com.trustgo.mobile.security.USSDScannerActivity with zero arguments.,2013-07-29T13:59:48.917,https://nvd.nist.gov/vuln/detail/CVE-2013-3580,CWE-20,Improper Input Validation,Improper Neutralization
CVE-2014-0815,"The intent: URL implementation in Opera before 18 on Android allows attackers to read local files by leveraging an interaction error, as demonstrated by reading stored cookies.",2014-02-06T22:55:03.403,https://nvd.nist.gov/vuln/detail/CVE-2014-0815,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2014-5076,"The La Banque Postale application before 3.2.6 for Android does not prevent the launching of an activity by a component of another application, which allows attackers to obtain sensitive cached banking information via crafted intents, as demonstrated by the drozer framework.",2014-09-02T10:55:04.637,https://nvd.nist.gov/vuln/detail/CVE-2014-5076,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2014-3500,Apache Cordova Android before 3.5.1 allows remote attackers to change the start page via a crafted intent URL.,2014-11-15T21:59:01.460,https://nvd.nist.gov/vuln/detail/CVE-2014-3500,CWE-17,N/A,Other
CVE-2014-3502,Apache Cordova Android before 3.5.1 allows remote attackers to open and send data to arbitrary applications via a URL with a crafted URI scheme for an Android intent.,2014-11-15T21:59:04.227,https://nvd.nist.gov/vuln/detail/CVE-2014-3502,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2014-7905,"Google Chrome before 39.0.2171.65 on Android does not prevent navigation to a URL in cases where an intent for the URL lacks CATEGORY_BROWSABLE, which allows remote attackers to bypass intended access restrictions via a crafted web site.",2014-11-19T11:59:06.733,https://nvd.nist.gov/vuln/detail/CVE-2014-7905,CWE-284,Improper Access Control,Improper Access Control
CVE-2014-7911,"luni/src/main/java/java/io/ObjectInputStream.java in the java.io.ObjectInputStream implementation in Android before 5.0.0 does not verify that deserialization will result in an object that met the requirements for serialization, which allows attackers to execute arbitrary code via a crafted finalize method for a serialized object in an ArrayMap Parcel within an intent sent to system_service, as demonstrated by the finalize method of android.os.BinderProxy, aka Bug 15874291.",2014-12-15T18:59:15.520,https://nvd.nist.gov/vuln/detail/CVE-2014-7911,CWE-264,N/A,Other
CVE-2014-9648,"components/navigation_interception/intercept_navigation_resource_throttle.cc in Google Chrome before 40.0.2214.91 on Android does not properly restrict use of intent: URLs to open an application after navigation to a web site, which allows remote attackers to cause a denial of service (loss of browser access to that site) via crafted JavaScript code, as demonstrated by pandora.com and the Pandora application, a different vulnerability than CVE-2015-1205.",2015-01-27T20:01:43.627,https://nvd.nist.gov/vuln/detail/CVE-2014-9648,CWE-284,Improper Access Control,Improper Access Control
